"","GTAP_Region","CLUM_category","year","NApercent","ZScore_Index","MaxMin_Index"
"1100","Guinea","Gross Fixed Capital Formation",2007,50,-0.857172990579551,0.268471965485333
"1101","Guinea","Housing",2007,14.2857142857143,-1.20395420360141,0.299087602052644
"1102","Guinea","Personal Transportation",2007,88.8888888888889,-0.340002743479774,0.543123543123543
"1103","Guinea","Services",2007,42.8571428571429,-1.01076128146803,0.468957203262153
"1104","Guinea","Food",2011,30,-0.0668681506138339,0.506850209144829
"1105","Guinea","Goods",2011,44.4444444444444,-0.26190071173739,0.319740032589277
"1106","Guinea","Government",2011,25,-0.822248209239271,0.353864550076276
"1107","Guinea","Gross Fixed Capital Formation",2011,50,-1.13485549989719,0.121840667914656
"1108","Guinea","Housing",2011,14.2857142857143,-1.27033106512022,0.308455380281515
"1109","Guinea","Services",2011,19.047619047619,-0.926809489365648,0.430532554332374
"1110","Honduras","Food",2004,54.5454545454545,-0.55595575024584,0.446070170881196
"1111","Honduras","Gross Fixed Capital Formation",2004,20,-0.380326573572125,0.226911088002921
"1112","Honduras","Housing",2004,16.6666666666667,-0.228468235950622,0.612929584681309
"1113","Honduras","Services",2004,50,-0.326130824578947,0.498222675274281
"1114","Honduras","Food",2007,54.5454545454545,-0.470942057971904,0.448432841138314
"1115","Honduras","Government",2007,18.1818181818182,-0.138237958500225,0.541937761037223
"1116","Honduras","Gross Fixed Capital Formation",2007,16.6666666666667,-0.0981464265738324,0.429481973919804
"1117","Honduras","Housing",2007,28.5714285714286,-0.180191211856679,0.646974480957567
"1118","Honduras","Personal Transportation",2007,88.8888888888889,-0.353970322409602,0.540792540792541
"1119","Honduras","Services",2007,38.0952380952381,-0.125128469028475,0.615176800226217
"1120","Honduras","Food",2011,50,-0.719852639318686,0.409429489193873
"1121","Honduras","Government",2011,25,-0.424924372164645,0.473683277658488
"1122","Honduras","Gross Fixed Capital Formation",2011,16.6666666666667,-0.358629121763657,0.360529799599398
"1123","Honduras","Housing",2011,14.2857142857143,0.100026081406516,0.715686117433334
"1124","Honduras","Services",2011,28.5714285714286,-0.397571149205896,0.486276615866058
"1125","Hungary","Food",2004,36.3636363636364,0.535851225082638,0.480224923757603
"1126","Hungary","Government",2004,10,-0.399636404366214,0.402916302988136
"1127","Hungary","Gross Fixed Capital Formation",2004,0,0.0951906619133564,0.292958663873966
"1128","Hungary","Housing",2004,0,0.990048463460264,0.990573016773771
"1129","Hungary","Services",2004,5.55555555555556,0.530304387789808,0.724440897465702
"1130","Hungary","Food",2007,45.4545454545455,-0.272692488929878,0.476784801121443
"1131","Hungary","Government",2007,9.09090909090909,-0.354197085059892,0.477938851835596
"1132","Hungary","Gross Fixed Capital Formation",2007,0,-0.131405463881148,0.372870930020251
"1133","Hungary","Housing",2007,14.2857142857143,0.95231983521044,0.990330095570135
"1134","Hungary","Personal Transportation",2007,88.8888888888889,0.763435991976642,0.727272727272727
"1135","Hungary","Services",2007,19.047619047619,0.580322214843491,0.743788397855805
"1136","Hungary","Food",2011,40,-0.0309942749880157,0.465745579637714
"1137","Hungary","Government",2011,8.33333333333333,-0.200482485078693,0.433904770698735
"1138","Hungary","Gross Fixed Capital Formation",2011,0,0.157185739624164,0.438868184550621
"1139","Hungary","Housing",2011,14.2857142857143,0.90223886242763,0.990002805393362
"1140","Hungary","Services",2011,23.8095238095238,0.56673351440595,0.732846777692713
"1141","India","Food",2004,45.4545454545455,-0.215943232278897,0.476449095339599
"1142","India","Government",2004,20,-0.212618803831368,0.436074448029434
"1143","India","Gross Fixed Capital Formation",2004,20,-0.436521952519994,0.19768642023145
"1144","India","Housing",2004,16.6666666666667,-1.03055425418786,0.389146374421396
"1145","India","Personal Transportation",2004,80,NA,1
"1146","India","Personal Transportation",2004,110,NA,NA
"1147","India","Services",2004,44.4444444444444,-0.729430557598628,0.233279901557358
"1148","India","Food",2007,45.4545454545455,0.297827715426596,0.520211048382527
"1149","India","Government",2007,27.2727272727273,-0.245451866076057,0.505657992575549
"1150","India","Gross Fixed Capital Formation",2007,0,-0.635745570817076,0.266520514187891
"1151","India","Housing",2007,28.5714285714286,-0.944183570852234,0.441526198279224
"1152","India","Personal Transportation",2007,88.8888888888889,0.456149255520425,0.675990675990676
"1153","India","Services",2007,33.3333333333333,-0.542207230925064,0.387464056916413
"1154","India","Food",2011,40,0.184823860510026,0.516948511559556
"1155","India","Goods",2011,44.4444444444444,NA,0.554905579519428
"1156","India","Goods",2011,55.5555555555556,-0.340855922485712,NA
"1157","India","Government",2011,8.33333333333333,-0.339100638278287,0.437065110053367
"1158","India","Gross Fixed Capital Formation",2011,0,-0.331472445762027,0.33249796722433
"1159","India","Housing",2011,28.5714285714286,-0.768497844820972,0.510587304237827
"1160","India","Services",2011,28.5714285714286,-0.408950659986475,0.42563919592706
"1161","Indonesia","Food",2004,9.09090909090909,-0.283105563292575,0.502861552266381
"1162","Indonesia","Government",2004,10,-0.00166439397121459,0.564344841236147
"1163","Indonesia","Gross Fixed Capital Formation",2004,0,-0.0372480737489585,0.251976229311085
"1164","Indonesia","Housing",2004,16.6666666666667,-0.777245831061746,0.443676515622302
"1165","Indonesia","Services",2004,16.6666666666667,-0.0835265658634295,0.554737882315016
"1166","Indonesia","Food",2007,18.1818181818182,-0.467281155103795,0.473756053532865
"1167","Indonesia","Government",2007,18.1818181818182,-0.147445627660989,0.546205716326026
"1168","Indonesia","Gross Fixed Capital Formation",2007,16.6666666666667,-0.0374554271869543,0.418531897189055
"1169","Indonesia","Housing",2007,14.2857142857143,-0.4260988085758,0.538275854745865
"1170","Indonesia","Personal Transportation",2007,33.3333333333333,1.33809299863285,0.943278943278943
"1171","Indonesia","Services",2007,33.3333333333333,-0.0145237872079675,0.564856943479273
"1172","Indonesia","Food",2011,50,0.184129952362255,0.542958517760592
"1173","Indonesia","Government",2011,16.6666666666667,0.257868596504025,0.538252638300595
"1174","Indonesia","Gross Fixed Capital Formation",2011,0,-0.173299200016705,0.375878671190978
"1175","Indonesia","Housing",2011,14.2857142857143,-0.243183419122548,0.623789488432684
"1176","Indonesia","Services",2011,23.8095238095238,0.116302997566464,0.594255224836428
"1177","Ireland","Food",2004,45.4545454545455,1.05467499521679,0.627799371480816
"1178","Ireland","Government",2004,30,0.340177267853648,0.632141608374602
"1179","Ireland","Gross Fixed Capital Formation",2004,0,0.397521337671205,0.347444379954804
"1180","Ireland","Housing",2004,0,0.722574671610429,0.912580401686703
"1181","Ireland","Services",2004,22.2222222222222,0.348614703128506,0.654196197722154
"1182","Ireland","Food",2007,54.5454545454545,0.712274888216546,0.653785887946606
"1183","Ireland","Government",2007,9.09090909090909,0.203615008988098,0.564318318620359
"1184","Ireland","Gross Fixed Capital Formation",2007,0,0.066789771045092,0.401043408684996
"1185","Ireland","Housing",2007,14.2857142857143,0.71610303899253,0.923137477991868
"1186","Ireland","Personal Transportation",2007,88.8888888888889,1.60149072776633,0.867132867132867
"1187","Ireland","Services",2007,33.3333333333333,0.490794905222201,0.688606628186787
"1188","Ireland","Food",2011,50,0.735809636632824,0.635264940992544
"1189","Ireland","Government",2011,8.33333333333333,0.16209893677958,0.496115690542086
"1190","Ireland","Gross Fixed Capital Formation",2011,0,0.452763444746202,0.485587520994792
"1191","Ireland","Housing",2011,14.2857142857143,0.712480010570237,0.937601703293213
"1192","Ireland","Services",2011,33.3333333333333,0.363113723644274,0.664080556065986
"1193","Israel","Food",2004,54.5454545454545,0.525531853579244,0.637902557394063
"1194","Israel","Government",2004,10,0.111271323808974,0.507300605239587
"1195","Israel","Gross Fixed Capital Formation",2004,0,0.166258795494406,0.311194170473066
"1196","Israel","Housing",2004,0,0.926600356412184,0.971233340437747
"1197","Israel","Services",2004,11.1111111111111,0.803882154205032,0.79816622351583
"1198","Israel","Food",2007,45.4545454545455,0.617936047545978,0.602081658658967
"1199","Israel","Government",2007,9.09090909090909,0.0879107326805919,0.530241818810688
"1200","Israel","Gross Fixed Capital Formation",2007,16.6666666666667,0.159792881260379,0.475699183660283
"1201","Israel","Housing",2007,14.2857142857143,0.903028984660558,0.975436662552029
"1202","Israel","Personal Transportation",2007,88.8888888888889,0.595825044818706,0.699300699300699
"1203","Israel","Services",2007,28.5714285714286,0.71529068574188,0.752295301599336
"1204","Israel","Food",2011,50,0.274014281132807,0.575840680582749
"1205","Israel","Government",2011,8.33333333333333,0.242145942022826,0.508079351843141
"1206","Israel","Gross Fixed Capital Formation",2011,0,0.410056453533986,0.48642381418829
"1207","Israel","Housing",2011,14.2857142857143,0.872443265524016,0.981042065535721
"1208","Israel","Services",2011,23.8095238095238,0.628760182235053,0.753201958495723
"1209","Italy","Food",2004,54.5454545454545,0.732675962808405,0.651102644902135
"1210","Italy","Government",2004,10,-0.134511680929826,0.461825001932005
"1211","Italy","Gross Fixed Capital Formation",2004,20,0.261178003462869,0.383515400467191
"1212","Italy","Housing",2004,50,1.0263258920798,0.999662188888889
"1213","Italy","Services",2004,22.2222222222222,0.548292037648274,0.7083299318385
"1214","Italy","Food",2007,45.4545454545455,0.365833564552693,0.563607394700302
"1215","Italy","Government",2007,9.09090909090909,-0.082961402256322,0.510606343275736
"1216","Italy","Gross Fixed Capital Formation",2007,16.6666666666667,-0.138909295779381,0.416228724676709
"1217","Italy","Housing",2007,14.2857142857143,0.954158080877528,0.991109133822768
"1218","Italy","Personal Transportation",2007,88.8888888888889,1.32213914916976,0.82051282051282
"1219","Italy","Services",2007,19.047619047619,0.596911068763861,0.752295318987398
"1220","Italy","Food",2011,50,0.24881599265902,0.570451815563482
"1221","Italy","Government",2011,8.33333333333333,0.0593573555362456,0.484630861484655
"1222","Italy","Gross Fixed Capital Formation",2011,16.6666666666667,0.336866912742035,0.525051241208824
"1223","Italy","Housing",2011,14.2857142857143,0.903288294418625,0.990828057167647
"1224","Italy","Services",2011,28.5714285714286,0.473361793211693,0.717200740421646
"1225","Jamaica","Food",2004,18.1818181818182,0.327867469243906,0.689819634498417
"1226","Jamaica","Government",2004,0,-0.406839653450565,0.461596163608119
"1227","Jamaica","Gross Fixed Capital Formation",2004,20,-0.204273735474597,0.277295918806491
"1228","Jamaica","Housing",2004,16.6666666666667,0.545412766184498,0.866968582721348
"1229","Jamaica","Services",2004,22.2222222222222,-0.0923742723439992,0.515534878639564
"1230","Jamaica","Food",2007,18.1818181818182,0.162483190346246,0.669180226832948
"1231","Jamaica","Government",2007,9.09090909090909,-0.57302805034811,0.452222894155567
"1232","Jamaica","Gross Fixed Capital Formation",2007,0,0.253099757219756,0.470445582509047
"1233","Jamaica","Housing",2007,14.2857142857143,0.562646417694503,0.847685866154617
"1234","Jamaica","Personal Transportation",2007,88.8888888888889,-0.759030111374616,0.473193473193473
"1235","Jamaica","Services",2007,47.6190476190476,-0.107253844319286,0.447768551974198
"1236","Jamaica","Food",2011,50,-0.391710356871867,0.475040824653131
"1237","Jamaica","Government",2011,8.33333333333333,-0.311031762622168,0.419046655691893
"1238","Jamaica","Gross Fixed Capital Formation",2011,16.6666666666667,0.0769069655465794,0.385129557809718
"1239","Jamaica","Housing",2011,14.2857142857143,0.520187825136277,0.859608659804814
"1240","Jamaica","Services",2011,57.1428571428571,0.00452477472862319,0.441623934964428
"1241","Japan","Food",2004,45.4545454545455,0.967203992213232,0.673269836137525
"1242","Japan","Government",2004,30,0.581977633039216,0.554281941662134
"1243","Japan","Gross Fixed Capital Formation",2004,0,0.419643901484901,0.368999494180382
"1244","Japan","Housing",2004,0,0.996696557409979,0.99423544764294
"1245","Japan","Services",2004,33.3333333333333,1.31610817656125,0.834710067194108
"1246","Japan","Food",2007,45.4545454545455,0.868397792526576,0.642821736618769
"1247","Japan","Government",2007,27.2727272727273,0.386196999097894,0.53226157353565
"1248","Japan","Gross Fixed Capital Formation",2007,0,0.210691262725957,0.423917975973641
"1249","Japan","Housing",2007,14.2857142857143,0.962475242110023,0.995016326061025
"1250","Japan","Personal Transportation",2007,88.8888888888889,2.14622630602962,0.958041958041958
"1251","Japan","Services",2007,47.6190476190476,1.20204445881071,0.777262613015078
"1252","Japan","Food",2011,40,0.634007704353562,0.600239293344162
"1253","Japan","Government",2011,25,0.427290533136914,0.493160959364953
"1254","Japan","Gross Fixed Capital Formation",2011,16.6666666666667,0.751909785336388,0.599780821224868
"1255","Japan","Housing",2011,14.2857142857143,0.916122280361448,0.995708137025785
"1256","Japan","Services",2011,42.8571428571429,1.1711211803938,0.793490267924893
"1257","Jordan","Food",2004,45.4545454545455,0.223904003586152,0.531737118543568
"1258","Jordan","Gross Fixed Capital Formation",2004,40,0.464644736360232,0.448702325927471
"1259","Jordan","Housing",2004,0,0.852126828390238,0.948593196146674
"1260","Jordan","Services",2004,11.1111111111111,0.103658072493654,0.606089195008954
"1261","Jordan","Food",2007,45.4545454545455,0.350922696965076,0.54064779626135
"1262","Jordan","Government",2007,18.1818181818182,-0.174703735282017,0.536663044292715
"1263","Jordan","Gross Fixed Capital Formation",2007,16.6666666666667,0.0190402625702548,0.459402214762905
"1264","Jordan","Housing",2007,14.2857142857143,0.821480143456164,0.951511044265043
"1265","Jordan","Personal Transportation",2007,33.3333333333333,-0.148606494971978,0.6097637443999
"1266","Jordan","Services",2007,28.5714285714286,0.0390770589959279,0.585220315604748
"1267","Jordan","Food",2011,40,0.709764118038433,0.577705120163048
"1268","Jordan","Government",2011,16.6666666666667,-0.140183084103199,0.493148122535196
"1269","Jordan","Gross Fixed Capital Formation",2011,16.6666666666667,0.0790874064590769,0.467303671131355
"1270","Jordan","Housing",2011,14.2857142857143,0.779932301397671,0.954857076866118
"1271","Jordan","Services",2011,33.3333333333333,-0.0791526111153548,0.555319384042317
"1272","Kazakhstan","Food",2004,54.5454545454545,-0.365927153023069,0.529514609924452
"1273","Kazakhstan","Government",2004,30,-0.142033296024922,0.480053464492372
"1274","Kazakhstan","Gross Fixed Capital Formation",2004,0,-0.241612038475962,0.238493980958607
"1275","Kazakhstan","Housing",2004,16.6666666666667,0.658113919889988,0.917178890939768
"1276","Kazakhstan","Services",2004,11.1111111111111,0.370831844657192,0.618203904369589
"1277","Kazakhstan","Food",2007,54.5454545454545,0.308685307914386,0.569792948699012
"1278","Kazakhstan","Government",2007,36.3636363636364,-0.211224462096395,0.439540551324565
"1279","Kazakhstan","Gross Fixed Capital Formation",2007,16.6666666666667,0.133394003593656,0.512779608361338
"1280","Kazakhstan","Housing",2007,28.5714285714286,0.670611351250161,0.933166149502821
"1281","Kazakhstan","Personal Transportation",2007,88.8888888888889,-0.996478953181692,0.433566433566434
"1282","Kazakhstan","Services",2007,19.047619047619,0.347429274949948,0.645466072373533
"1283","Kazakhstan","Food",2011,50,0.263369032954998,0.563520200863545
"1284","Kazakhstan","Government",2011,41.6666666666667,0.244985399668119,0.585583630725141
"1285","Kazakhstan","Gross Fixed Capital Formation",2011,0,0.0932064162891534,0.418503676272499
"1286","Kazakhstan","Housing",2011,14.2857142857143,0.830483496257707,0.958293400784879
"1287","Kazakhstan","Services",2011,23.8095238095238,0.511904388027968,0.6878742494525
"1288","Kenya","Food",2004,45.4545454545455,-1.16733811751871,0.291610163002269
"1289","Kenya","Government",2004,10,0.00659530606293531,0.532553124094998
"1290","Kenya","Gross Fixed Capital Formation",2004,60,-1.1267761485047,0.162697953406746
"1291","Kenya","Housing",2004,16.6666666666667,-1.07913406807325,0.363981736374748
"1292","Kenya","Personal Transportation",2004,80,-0.595228978855459,0.133562962390758
"1293","Kenya","Services",2004,27.7777777777778,-0.466849753388763,0.510388486176215
"1294","Kenya","Food",2007,45.4545454545455,-0.747926432566152,0.329583924694545
"1295","Kenya","Gross Fixed Capital Formation",2007,33.3333333333333,-0.537008438793167,0.390506430431613
"1296","Kenya","Housing",2007,28.5714285714286,-1.12845244580668,0.375638646085733
"1297","Kenya","Personal Transportation",2007,66.6666666666667,-0.760049184352056,0.290575541317421
"1298","Kenya","Services",2007,28.5714285714286,-0.451583051331142,0.501649055112596
"1299","Kenya","Food",2011,50,-0.865126903592102,0.38312342846174
"1300","Kenya","Government",2011,33.3333333333333,-0.381669291134179,0.380154786370509
"1301","Kenya","Gross Fixed Capital Formation",2011,50,-0.83774220233654,0.350619716680794
"1302","Kenya","Housing",2011,28.5714285714286,-1.15032288032128,0.393643609304808
"1303","Kenya","Services",2011,47.6190476190476,-0.174824310145239,0.446004261662688
"1304","Kuwait","Food",2004,18.1818181818182,0.500235238955465,0.732938487019581
"1305","Kuwait","Government",2004,10,0.901986408135636,0.676254304842939
"1306","Kuwait","Gross Fixed Capital Formation",2004,40,0.391489813250944,0.478330869676426
"1307","Kuwait","Housing",2004,0,1.02137870684338,1
"1308","Kuwait","Services",2004,5.55555555555556,0.295250682075932,0.640269369550251
"1309","Kuwait","Food",2007,18.1818181818182,1.33640481813846,0.815014381927071
"1310","Kuwait","Government",2007,27.2727272727273,0.398175536140795,0.553486075360035
"1311","Kuwait","Gross Fixed Capital Formation",2007,33.3333333333333,0.121455481073296,0.535566441419768
"1312","Kuwait","Housing",2007,14.2857142857143,0.984994055089574,1
"1313","Kuwait","Personal Transportation",2007,88.8888888888889,0.358376203011629,0.65967365967366
"1314","Kuwait","Services",2007,23.8095238095238,0.322571747211413,0.648537639081778
"1315","Kuwait","Food",2011,10,1.42977496350613,0.818507470121459
"1316","Kuwait","Government",2011,33.3333333333333,0.479673445233788,0.483102398952976
"1317","Kuwait","Gross Fixed Capital Formation",2011,16.6666666666667,-0.0480593553877827,0.433556610424264
"1318","Kuwait","Housing",2011,14.2857142857143,0.936408584654766,1
"1319","Kuwait","Services",2011,23.8095238095238,0.239075383299147,0.662774424890951
"1320","Kyrgyzstan","Personal Transportation",2007,88.8888888888889,-0.717127374585131,0.48018648018648
"1321","Latvia","Food",2004,45.4545454545455,0.0229415759364069,0.509031115166188
"1322","Latvia","Government",2004,20,-0.195169624702415,0.46866019533977
"1323","Latvia","Gross Fixed Capital Formation",2004,0,0.10760982773997,0.304271109543534
"1324","Latvia","Housing",2004,0,0.72578979035427,0.906018733933994
"1325","Latvia","Services",2004,11.1111111111111,0.646796732186718,0.721807093323143
"1326","Latvia","Food",2007,36.3636363636364,0.276267913285203,0.460587863254699
"1327","Latvia","Government",2007,27.2727272727273,-0.24437273459453,0.501357017051632
"1328","Latvia","Gross Fixed Capital Formation",2007,0,0.454216359090488,0.486822430018682
"1329","Latvia","Housing",2007,14.2857142857143,0.713416820076754,0.915932731926017
"1330","Latvia","Personal Transportation",2007,88.8888888888889,-0.0187484280937286,0.596736596736597
"1331","Latvia","Services",2007,23.8095238095238,0.778433322419233,0.761876338454572
"1332","Latvia","Food",2011,50,0.192137983012483,0.560825726455868
"1333","Latvia","Government",2011,16.6666666666667,-0.0608768434012154,0.420476931866488
"1334","Latvia","Gross Fixed Capital Formation",2011,0,0.179549855543419,0.423585751317175
"1335","Latvia","Housing",2011,14.2857142857143,0.697448207696654,0.927667319304315
"1336","Latvia","Services",2011,19.047619047619,0.710957214550796,0.772996031388814
"1337","Lithuania","Food",2004,45.4545454545455,0.320166639412611,0.536184853435024
"1338","Lithuania","Government",2004,20,0.00409712648282933,0.497766012940104
"1339","Lithuania","Gross Fixed Capital Formation",2004,0,0.136573606753181,0.298580135238664
"1340","Lithuania","Housing",2004,0,0.748789336052588,0.929568497148386
"1341","Lithuania","Services",2004,5.55555555555556,0.644749591791115,0.73389503343899
"1342","Lithuania","Food",2007,36.3636363636364,0.176788622298941,0.459934722371207
"1343","Lithuania","Government",2007,18.1818181818182,-0.0715550494540654,0.559683193927699
"1344","Lithuania","Gross Fixed Capital Formation",2007,0,0.225114794701187,0.456103487411559
"1345","Lithuania","Housing",2007,14.2857142857143,0.739280154229075,0.938099403285412
"1346","Lithuania","Personal Transportation",2007,88.8888888888889,-0.381905480269258,0.536130536130536
"1347","Lithuania","Services",2007,19.047619047619,0.749569142212639,0.76714184996462
"1348","Lithuania","Food",2011,50,0.150828087904559,0.55627108704237
"1349","Lithuania","Government",2011,8.33333333333333,-0.152183149083573,0.446514627646273
"1350","Lithuania","Gross Fixed Capital Formation",2011,0,0.181855563848304,0.433609759972705
"1351","Lithuania","Housing",2011,14.2857142857143,0.732787564212722,0.949355244317444
"1352","Lithuania","Services",2011,19.047619047619,0.750148189840358,0.776422465935268
"1353","Luxembourg","Food",2004,45.4545454545455,0.738433796545633,0.590066995148753
"1354","Luxembourg","Government",2004,30,0.801564384857723,0.636176351719973
"1355","Luxembourg","Gross Fixed Capital Formation",2004,0,0.598661682064708,0.387910993012361
"1356","Luxembourg","Housing",2004,0,0.961876654509613,0.981973409640455
"1357","Luxembourg","Services",2004,22.2222222222222,0.802769827580267,0.771233290006099
"1358","Luxembourg","Food",2007,45.4545454545455,0.496829673443597,0.580679334957739
"1359","Luxembourg","Government",2007,27.2727272727273,0.545170456236664,0.596323668142765
"1360","Luxembourg","Gross Fixed Capital Formation",2007,0,0.365488272388188,0.451751139315445
"1361","Luxembourg","Housing",2007,14.2857142857143,0.925008226903691,0.982093884652828
"1362","Luxembourg","Personal Transportation",2007,88.8888888888889,1.79703683278392,0.8997668997669
"1363","Luxembourg","Services",2007,33.3333333333333,0.96112758437169,0.800145762678131
"1364","Luxembourg","Food",2011,50,0.268937107416033,0.57679678790562
"1365","Luxembourg","Government",2011,25,0.924672730319236,0.626147710528962
"1366","Luxembourg","Gross Fixed Capital Formation",2011,16.6666666666667,0.639345660183165,0.573633810152709
"1367","Luxembourg","Housing",2011,14.2857142857143,0.885830099744485,0.985084035200586
"1368","Luxembourg","Services",2011,38.0952380952381,1.04592030884729,0.803588278194294
"1369","Madagascar","Food",2004,0,-1.11727795273831,0.285436075042297
"1370","Madagascar","Goods",2004,16.6666666666667,-0.452543023667477,0.218588385298983
"1371","Madagascar","Government",2004,20,-0.986553284959184,0.321710857061129
"1372","Madagascar","Gross Fixed Capital Formation",2004,40,-1.06021939917234,0.0762678991723553
"1373","Madagascar","Housing",2004,16.6666666666667,-1.68925304113673,0.208760004139412
"1374","Madagascar","Personal Transportation",2004,40,-0.223793947836343,0.532046547784286
"1375","Madagascar","Services",2004,44.4444444444444,-1.34038863260402,0.312982194495868
"1376","Madagascar","Food",2007,45.4545454545455,-0.806286372264691,0.317445499597492
"1377","Madagascar","Government",2007,18.1818181818182,-0.369593604038609,0.458701705089977
"1378","Madagascar","Gross Fixed Capital Formation",2007,33.3333333333333,-0.835087138807715,0.329324538965908
"1379","Madagascar","Housing",2007,14.2857142857143,-1.55244408964637,0.232210128319973
"1380","Madagascar","Personal Transportation",2007,77.7777777777778,-0.54371126597349,0.2758379551483
"1381","Madagascar","Services",2007,28.5714285714286,-0.826191605718135,0.413704297491732
"1382","Madagascar","Food",2011,50,-0.985707086462216,0.353107131345712
"1383","Madagascar","Government",2011,16.6666666666667,-0.105107423884228,0.424151113766721
"1384","Madagascar","Gross Fixed Capital Formation",2011,33.3333333333333,-0.988564945179785,0.201352562528285
"1385","Madagascar","Housing",2011,14.2857142857143,-1.54226574322336,0.270746125098948
"1386","Madagascar","Services",2011,33.3333333333333,-0.875948033938825,0.39270805764268
"1387","Malawi","Food",2004,18.1818181818182,-0.67537820429028,0.458537113659592
"1388","Malawi","Goods",2004,16.6666666666667,-0.489093425385169,0.200976861996493
"1389","Malawi","Government",2004,30,-0.848794112719967,0.343374528053349
"1390","Malawi","Gross Fixed Capital Formation",2004,40,-1.15975839548803,0.0458067545565198
"1391","Malawi","Housing",2004,16.6666666666667,-1.06432161611639,0.358152105949968
"1392","Malawi","Personal Transportation",2004,50,-1.48499428161618,0.303996396717504
"1393","Malawi","Services",2004,33.3333333333333,-0.690863258950589,0.408575474390838
"1394","Malawi","Food",2007,45.4545454545455,0.0902566650061583,0.423033484244063
"1395","Malawi","Goods",2007,16.6666666666667,-0.471168934187101,0.264950170971391
"1396","Malawi","Gross Fixed Capital Formation",2007,50,-0.791985746956977,0.286773240013642
"1397","Malawi","Housing",2007,14.2857142857143,-1.05988837869887,0.335976937279984
"1398","Malawi","Personal Transportation",2007,77.7777777777778,-0.611667493412384,0.262044851700024
"1399","Malawi","Services",2007,23.8095238095238,-0.648074233205478,0.444290681893608
"1400","Malawi","Food",2011,50,-0.0570113304753019,0.491165987576525
"1401","Malawi","Goods",2011,33.3333333333333,-0.17029416736015,0.352622341046741
"1402","Malawi","Government",2011,16.6666666666667,-0.230186710866845,0.409732038569793
"1403","Malawi","Gross Fixed Capital Formation",2011,16.6666666666667,-0.924489451300447,0.156245383389039
"1404","Malawi","Housing",2011,14.2857142857143,-1.11815178137194,0.342085883706735
"1405","Malawi","Services",2011,19.047619047619,-0.649156767224314,0.449349295431684
"1406","Malaysia","Food",2004,54.5454545454545,1.33971654045132,0.76910717936232
"1407","Malaysia","Government",2004,0,0.930069362775523,0.712840353330656
"1408","Malaysia","Gross Fixed Capital Formation",2004,20,0.338598317579153,0.180252197773078
"1409","Malaysia","Housing",2004,0,0.808534389202214,0.937099942596333
"1410","Malaysia","Services",2004,16.6666666666667,0.324088995594198,0.63695301073815
"1411","Malaysia","Food",2007,54.5454545454545,1.46943973239384,0.76046149698381
"1412","Malaysia","Government",2007,9.09090909090909,0.449934663921308,0.582364123091866
"1413","Malaysia","Gross Fixed Capital Formation",2007,16.6666666666667,0.173346904941677,0.332272742352037
"1414","Malaysia","Housing",2007,14.2857142857143,0.777689601224564,0.940837610647502
"1415","Malaysia","Personal Transportation",2007,88.8888888888889,1.05675514950303,0.776223776223776
"1416","Malaysia","Services",2007,14.2857142857143,0.186830905476023,0.632206693706546
"1417","Malaysia","Food",2011,50,1.50565645934311,0.757392362873903
"1418","Malaysia","Government",2011,8.33333333333333,0.587345036737684,0.552967877051969
"1419","Malaysia","Gross Fixed Capital Formation",2011,0,0.338223145204672,0.455062167852867
"1420","Malaysia","Housing",2011,14.2857142857143,0.749950541382418,0.948671638708267
"1421","Malaysia","Services",2011,19.047619047619,0.32959775894255,0.648257587695298
"1422","Malta","Food",2004,54.5454545454545,0.480961312819282,0.627360600919932
"1423","Malta","Government",2004,20,-0.336188060511428,0.445067276829195
"1424","Malta","Gross Fixed Capital Formation",2004,20,0.663945723526087,0.442902020511804
"1425","Malta","Housing",2004,0,0.983016821805318,0.988356666743901
"1426","Malta","Services",2004,16.6666666666667,0.660897879681803,0.74875680014449
"1427","Malta","Food",2007,45.4545454545455,0.494527634470905,0.590138183400574
"1428","Malta","Government",2007,9.09090909090909,0.116235573214583,0.543545336119631
"1429","Malta","Gross Fixed Capital Formation",2007,16.6666666666667,0.449508990069759,0.481019804958561
"1430","Malta","Housing",2007,14.2857142857143,0.946063508851402,0.988333641704774
"1431","Malta","Services",2007,23.8095238095238,0.729723069681761,0.769514448020261
"1432","Malta","Food",2011,40,0.429562978681544,0.571355109389427
"1433","Malta","Government",2011,8.33333333333333,0.399712401289004,0.533285304017337
"1434","Malta","Gross Fixed Capital Formation",2011,16.6666666666667,0.686774054905878,0.493236247015123
"1435","Malta","Housing",2011,14.2857142857143,0.896939449139476,0.988302877030709
"1436","Malta","Services",2011,19.047619047619,0.757129538116071,0.784111348296541
"1437","Mauritius","Food",2004,45.4545454545455,0.845666269350942,0.615161428761287
"1438","Mauritius","Goods",2004,33.3333333333333,1.18812593761818,0.521154017553708
"1439","Mauritius","Government",2004,0,0.184998613802888,0.556744566527548
"1440","Mauritius","Gross Fixed Capital Formation",2004,0,0.177643033595102,0.301811835958022
"1441","Mauritius","Housing",2004,16.6666666666667,0.795770394491642,0.942875609992866
"1442","Mauritius","Personal Transportation",2004,80,2.14859608058776,0.981481481481481
"1443","Mauritius","Services",2004,16.6666666666667,0.159221675341001,0.628439469475726
"1444","Mauritius","Food",2007,45.4545454545455,0.611243405363418,0.595009564606487
"1445","Mauritius","Goods",2007,33.3333333333333,1.42758732235128,0.695328261025084
